SUBJECT,CODE,TITLE,CREDIT,ATTRIBUTE,EXCLUSION STR,PREREQUISITE STR,COREQUISITE STR,DESCRIPTION,COLIST WITH STR,VECTOR,PREVIOUS CODE,OFFER IN
"LANG","4016","English for Environmental Science Capstone Projects","2","-","-","-","ENVS 4964 OR ENVS 4974 OR ENVS 4984 OR SCIE 3500 OR SCIE 4500","The course focuses on developing Environmental Science students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Capstone Project reports and presentations.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","4017","English for Biological Science Capstone Projects","3","-","-","-","(for BCB students) LIFS 4961 OR LIFS 4971 OR LIFS 4981; (for BISC students) LIFS 4960 OR LIFS 4970 OR LIFS 4980","The course focuses on developing Biological Science students' ability to use effective and appropriate organizational structures, vocabulary, language and style in Capstone Project reports and presentations reports and to analyze and interpret quantitative data and present it to a specific audience.","-","-","-","['2016-17 Spring']"
"LANG","4030","Technical Communication II for CSE & CPEG","3","-","-","LANG 2030","COMP 4981 OR COMP 4981H OR CPEG 4901 OR CPEG 4902","A one-term, major-specific language course for all CSE students and for all CPEG students undertaking a CSE Final Year Project. The course focuses on Final Year Project report writing and presentations, and communication in professional contexts relevant to CSE and CPEG.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","4031","Technical Communication II for ECE & CPEG","3","-","-","LANG 2030","ELEC 4900 OR ELEC 4901 OR CPEG 4911 OR CPEG 4912","A one-term, major-specific language course for all ECE students and for all CPEG students undertaking an ECE Final Year Project. The course focuses on Final Year Project report writing and presentations and communication in professional contexts relevant to ECE and CPEG.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","4032","Technical Communication II for Industrial Engineering and Decision Analytics","3","-","-","LANG 2030","-","A one-term, major-specific language course for all students of the IEDA Department. The course focuses on Final Year Project report writing and presentations and appropriate communication strategies and language use in professional contexts relevant to IEDA. For IEDA students in their third or fourth year of study only.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","4033","Technical Communication II for Civil and Environmental Engineering","3","-","-","LANG 2030","-","A one-term, major-specific language course for all students of the CIVL Department undertaking the Final Year Project and Capstone Project. The course focuses on Final Year Project report writing and presentations, and communication in professional contexts relevant to the CIVL Capstone Project. For CIVL and CIEV students in their third or fourth year of study only.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall']"
"LANG","4034","Technical Communication II for Mechanical and Aerospace Engineering","3","-","-","LANG 2030","MECH 3690 OR MECH 3830","A one-term, major-specific course for all Mechanical and Aerospace Engineering students. The course focuses on academic speaking and writing skills for laboratory report writing and the Final Year Design Project. For MAE students only.","-","-","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","4070","Academic Writing in Context - Global China Studies","1","-","-","-","SHSS 4991","This is a course with a special delivery mode -- a combination of input sessions plus highly individualized assistance provided for students to address their specific writing needs, dictated by students' choices of topics in particular areas of Global China Studies. For GCS students only.","-","-","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","5000","Foundation in Listening & Speaking for Postgraduate Students","1","-","-","-","-","For students whose level of spoken English is lower than ELPA Level 4 (Speaking) when they enter the University. The course addresses the immediate linguistic needs of research postgraduate students for oral communication on campus using English. To complete the course, students are required to attain at least ELPA Level 4 (Speaking). Graded P or F.","-","[0-3-0:1]","LANG 500","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","5001","Postgraduate English for Engineering Research Studies","1","-","-","-","LANG 5000","This course aims to help research students in engineering communicate their research effectively. It highlights the characteristics of academic discourse, and provides training in the production of research-type documents, including abstracts, journal papers and theses. The course also gives extensive practice in the presentation and seminar skills necessary for academic study. Students who fail to fulfill the spoken English language requirement of the University are advised to take LANG 5000 before enrolling for this course (for students admitted in 2009/10 and onwards). Graded P or F.","-","[0-3-0:1]","LANG 501","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","5002","Postgraduate English for Business and Social Science Studies","1","-","-","-","LANG 5000","This course is intended to provide RPG students of SBM and SOSC with essential training in academic writing, speaking and critical reading relevant to the study of a research postgraduate degree. Students who fail to fulfill the Spoken English language requirement of the University are advised to take LANG 5000 before enrolling for this course (for students admitted in 2009/10 and onwards). Graded P or F.","-","[0-3-0:1]","-","['2017-18 Spring', '2016-17 Spring']"
"LANG","5010","Postgraduate English for Science Studies","1","-","-","-","LANG 5000","This course is intended to provide RPG students of SSCI with essential training in academic writing, with a focus on the language used in a number of science contexts. The course is compulsory for all RPG students of SSCI (for students admitted in 2012/13 and onwards). Students who fail to fulfill the English language requirement of the University are advised to take LANG 5000 before enrolling for this course (for students admitted in 2009/10 and onwards). Graded P or F.","-","[0-3-0:1]","-","['2018-19 Fall', '2017-18 Spring', '2017-18 Fall', '2016-17 Spring']"
"LANG","5030","English Communication for Postgraduate Engineering Studies","1","-","-","-","-","This is an English for Academic Purposes course specially designed to assist postgraduate students in addressing linguistic challenges while pursuing a MSc in Engineering. It aims to enhance students’ academic presentation, discussion and writing skills. Students will also learn how to make use of existing electronic resources and various English dictionaries for effective and life-long learning. Graded P or F.","-","[0-3-0:1]","LANG 504","['2018-19 Fall', '2017-18 Fall']"
"LANG","5032","Communication for Technology Leadership and Entrepreneurship","3","-","-","-","LANG 5000","This course is designed for students in the Technology Leadership & Entrepreneurship program for the purpose of developing specific entrepreneurial and intrapreneurial communication skills. Students will learn to adjust their message to a variety of corporate stakeholders, namely, to technically savvy audiences, investors, and the general public. Students who fail to fulfill the spoken English language requirement of the University are advised to take LANG 5000 before enrolling for this course.","-","[0-3-0:3]","-","['2017-18 Spring']"
